掉落id,掉落类型,分组,道具ID,是否绑定,道具数量,掉落概率
10013,1,1,21001540,0,1,15
10013,1,1,31001540,0,1,15
10013,1,1,41001540,0,1,15
10013,1,1,10001540,0,1,15
10013,1,1,20001540,0,1,15
10013,1,1,30001540,0,1,15
10013,1,1,40001540,0,1,15
10013,1,1,15001540,0,1,15
10013,1,1,25001540,0,1,15
10013,1,1,35001540,0,1,15
10013,1,1,45001540,0,1,15
10013,1,1,16001540,0,1,15
10013,1,1,26001540,0,1,15
10013,1,1,36001540,0,1,15
10013,1,1,46001540,0,1,15
10013,1,1,17001540,0,1,15
10013,1,1,27001540,0,1,15
10013,1,1,37001540,0,1,15
10013,1,1,47001540,0,1,15
10013,1,1,18001540,0,1,15
10013,1,1,28001540,0,1,15
10013,1,1,38001540,0,1,15
10013,1,1,48001540,0,1,15
10013,1,1,19001540,0,1,15
10013,1,1,29001540,0,1,15
10013,1,1,39001540,0,1,15
10013,1,1,49001540,0,1,15
10013,1,1,12002040,0,1,15
10013,1,1,22002040,0,1,15
10013,1,1,32002040,0,1,15
10013,1,1,42002040,0,1,15
10013,1,1,11002040,0,1,15
10013,1,1,21002040,0,1,15
10013,1,1,31002040,0,1,15
10013,1,1,41002040,0,1,15
10013,1,1,10002040,0,1,15
10013,1,1,20002040,0,1,15
10013,1,1,30002040,0,1,15
10013,1,1,40002040,0,1,15
10013,1,1,15002040,0,1,15
10013,1,1,25002040,0,1,15
10013,1,1,35002040,0,1,15
10013,1,1,45002040,0,1,15
10013,1,1,16002040,0,1,15
10013,1,1,26002040,0,1,15
10013,1,1,36002040,0,1,15
10013,1,1,46002040,0,1,15
10013,1,1,17002040,0,1,15
10013,1,1,27002040,0,1,15
10013,1,1,37002040,0,1,15
10013,1,1,47002040,0,1,15
10013,1,1,18002040,0,1,15
10013,1,1,28002040,0,1,15
10013,1,1,38002040,0,1,15
10013,1,1,48002040,0,1,15
10013,1,1,19002040,0,1,15
10013,1,1,29002040,0,1,15
10013,1,1,39002040,0,1,15
10013,1,1,49002040,0,1,15
10013,1,1,12101030,0,1,20
10013,1,1,22101030,0,1,20
10013,1,1,32101030,0,1,20
10013,1,1,42101030,0,1,20
10013,1,1,11101030,0,1,20
10013,1,1,21101030,0,1,20
10013,1,1,31101030,0,1,20
10013,1,1,41101030,0,1,20
10013,1,1,10101030,0,1,20
10013,1,1,20101030,0,1,20
10013,1,1,30101030,0,1,20
10013,1,1,40101030,0,1,20
10013,1,1,15101030,0,1,20
10013,1,1,25101030,0,1,20
10013,1,1,35101030,0,1,20
10013,1,1,45101030,0,1,20
10013,1,1,16101030,0,1,20
10013,1,1,26101030,0,1,20
10013,1,1,36101030,0,1,20
10013,1,1,46101030,0,1,20
10013,1,1,17101030,0,1,20
10013,1,1,27101030,0,1,20
10013,1,1,37101030,0,1,20
10013,1,1,47101030,0,1,20
10013,1,1,18101030,0,1,20
10013,1,1,28101030,0,1,20
10013,1,1,38101030,0,1,20
10013,1,1,48101030,0,1,20
10013,1,1,19101030,0,1,20
10013,1,1,29101030,0,1,20
10013,1,1,39101030,0,1,20
10013,1,1,49101030,0,1,20
10013,1,1,12101040,0,1,10
10013,1,1,22101040,0,1,10
10013,1,1,32101040,0,1,10
10013,1,1,42101040,0,1,10
10013,1,1,11101040,0,1,10
10013,1,1,21101040,0,1,10
10013,1,1,31101040,0,1,10
10013,1,1,41101040,0,1,10
10013,1,1,10101040,0,1,10
10013,1,1,20101040,0,1,10
10013,1,1,30101040,0,1,10
10013,1,1,40101040,0,1,10
10013,1,1,15101040,0,1,10
10013,1,1,25101040,0,1,10
10013,1,1,35101040,0,1,10
10013,1,1,45101040,0,1,10
10013,1,1,16101040,0,1,10
10013,1,1,26101040,0,1,10
10013,1,1,36101040,0,1,10
10013,1,1,46101040,0,1,10
10013,1,1,17101040,0,1,10
10013,1,1,27101040,0,1,10
10013,1,1,37101040,0,1,10
10013,1,1,47101040,0,1,10
10013,1,1,18101040,0,1,10
10013,1,1,28101040,0,1,10
10013,1,1,38101040,0,1,10
10013,1,1,48101040,0,1,10
10013,1,1,19101040,0,1,10
10013,1,1,29101040,0,1,10
10013,1,1,39101040,0,1,10
10013,1,1,49101040,0,1,10
10013,1,1,12102030,0,1,20
10013,1,1,22102030,0,1,20
10013,1,1,32102030,0,1,20
10013,1,1,42102030,0,1,20
10013,1,1,11102030,0,1,20
10013,1,1,21102030,0,1,20
10013,1,1,31102030,0,1,20
10013,1,1,41102030,0,1,20
10013,1,1,10102030,0,1,20
10013,1,1,20102030,0,1,20
10013,1,1,30102030,0,1,20
10013,1,1,40102030,0,1,20
10013,1,1,15102030,0,1,20
10013,1,1,25102030,0,1,20
10013,1,1,35102030,0,1,20
10013,1,1,45102030,0,1,20
10013,1,1,16102030,0,1,20
10013,1,1,26102030,0,1,20
10013,1,1,36102030,0,1,20
10013,1,1,46102030,0,1,20
10013,1,1,17102030,0,1,20
10013,1,1,27102030,0,1,20
10013,1,1,37102030,0,1,20
10013,1,1,47102030,0,1,20
10013,1,1,18102030,0,1,20
10013,1,1,28102030,0,1,20
10013,1,1,38102030,0,1,20
10013,1,1,48102030,0,1,20
10013,1,1,19102030,0,1,20
10013,1,1,29102030,0,1,20
10013,1,1,39102030,0,1,20
10013,1,1,49102030,0,1,20
10013,1,1,12102040,0,1,10
10013,1,1,22102040,0,1,10
10013,1,1,32102040,0,1,10
10013,1,1,42102040,0,1,10
10013,1,1,11102040,0,1,10
10013,1,1,21102040,0,1,10
10013,1,1,31102040,0,1,10
10013,1,1,41102040,0,1,10
10013,1,1,10102040,0,1,10
10013,1,1,20102040,0,1,10
10013,1,1,30102040,0,1,10
10013,1,1,40102040,0,1,10
10013,1,1,15102040,0,1,10
10013,1,1,25102040,0,1,10
10013,1,1,35102040,0,1,10
10013,1,1,45102040,0,1,10
10013,1,1,16102040,0,1,10
10013,1,1,26102040,0,1,10
10013,1,1,36102040,0,1,10
10013,1,1,46102040,0,1,10
10013,1,1,17102040,0,1,10
10013,1,1,27102040,0,1,10
10013,1,1,37102040,0,1,10
10013,1,1,47102040,0,1,10
10013,1,1,18102040,0,1,10
10013,1,1,28102040,0,1,10
10013,1,1,38102040,0,1,10
10013,1,1,48102040,0,1,10
10013,1,1,19102040,0,1,10
10013,1,1,29102040,0,1,10
10013,1,1,39102040,0,1,10
10013,1,1,49102040,0,1,10
10014,1,1,12001030,0,1,30
10014,1,1,22001030,0,1,30
10014,1,1,32001030,0,1,30
10014,1,1,42001030,0,1,30
10014,1,1,11001030,0,1,30
10014,1,1,21001030,0,1,30
10014,1,1,31001030,0,1,30
10014,1,1,41001030,0,1,30
10014,1,1,10001030,0,1,30
10014,1,1,20001030,0,1,30
10014,1,1,30001030,0,1,30
10014,1,1,40001030,0,1,30
10014,1,1,15001030,0,1,30
10014,1,1,25001030,0,1,30
10014,1,1,35001030,0,1,30
10014,1,1,45001030,0,1,30
10014,1,1,16001030,0,1,30
10014,1,1,26001030,0,1,30
10014,1,1,36001030,0,1,30
10014,1,1,46001030,0,1,30
10014,1,1,17001030,0,1,30
10014,1,1,27001030,0,1,30
10014,1,1,37001030,0,1,30
10014,1,1,47001030,0,1,30
10014,1,1,18001030,0,1,30
10014,1,1,28001030,0,1,30
10014,1,1,38001030,0,1,30
10014,1,1,48001030,0,1,30
10014,1,1,19001030,0,1,30
10014,1,1,29001030,0,1,30
10014,1,1,39001030,0,1,30
10014,1,1,49001030,0,1,30
10014,1,1,12001530,0,1,30
10014,1,1,22001530,0,1,30
10014,1,1,32001530,0,1,30
10014,1,1,42001530,0,1,30
10014,1,1,11001530,0,1,30
10014,1,1,21001530,0,1,30
10014,1,1,31001530,0,1,30
10014,1,1,41001530,0,1,30
10014,1,1,10001530,0,1,30
10014,1,1,20001530,0,1,30
10014,1,1,30001530,0,1,30
10014,1,1,40001530,0,1,30
10014,1,1,15001530,0,1,30
10014,1,1,25001530,0,1,30
10014,1,1,35001530,0,1,30
10014,1,1,45001530,0,1,30
10014,1,1,16001530,0,1,30
10014,1,1,26001530,0,1,30
10014,1,1,36001530,0,1,30
10014,1,1,46001530,0,1,30
10014,1,1,17001530,0,1,30
10014,1,1,27001530,0,1,30
10014,1,1,37001530,0,1,30
10014,1,1,47001530,0,1,30
10014,1,1,18001530,0,1,30
10014,1,1,28001530,0,1,30
10014,1,1,38001530,0,1,30
10014,1,1,48001530,0,1,30
10014,1,1,19001530,0,1,30
10014,1,1,29001530,0,1,30
10014,1,1,39001530,0,1,30
10014,1,1,49001530,0,1,30
10014,1,1,12002030,0,1,30
10014,1,1,22002030,0,1,30
10014,1,1,32002030,0,1,30
10014,1,1,42002030,0,1,30
10014,1,1,11002030,0,1,30
10014,1,1,21002030,0,1,30
10014,1,1,31002030,0,1,30
10014,1,1,41002030,0,1,30
10014,1,1,10002030,0,1,30
10014,1,1,20002030,0,1,30
10014,1,1,30002030,0,1,30
10014,1,1,40002030,0,1,30
10014,1,1,15002030,0,1,30
10014,1,1,25002030,0,1,30
10014,1,1,35002030,0,1,30
10014,1,1,45002030,0,1,30
10014,1,1,16002030,0,1,30
10014,1,1,26002030,0,1,30
10014,1,1,36002030,0,1,30
10014,1,1,46002030,0,1,30
10014,1,1,17002030,0,1,30
10014,1,1,27002030,0,1,30
10014,1,1,37002030,0,1,30
10014,1,1,47002030,0,1,30
10014,1,1,18002030,0,1,30
10014,1,1,28002030,0,1,30
10014,1,1,38002030,0,1,30
10014,1,1,48002030,0,1,30
10014,1,1,19002030,0,1,30
10014,1,1,29002030,0,1,30
10014,1,1,39002030,0,1,30
10014,1,1,49002030,0,1,30
10014,1,1,12001040,0,1,15
10014,1,1,22001040,0,1,15
10014,1,1,32001040,0,1,15
10014,1,1,42001040,0,1,15
10014,1,1,11001040,0,1,15
10014,1,1,21001040,0,1,15
10014,1,1,31001040,0,1,15
10014,1,1,41001040,0,1,15
10014,1,1,10001040,0,1,15
10014,1,1,20001040,0,1,15
10014,1,1,30001040,0,1,15
10014,1,1,40001040,0,1,15
10014,1,1,15001040,0,1,15
10014,1,1,25001040,0,1,15
10014,1,1,35001040,0,1,15
10014,1,1,45001040,0,1,15
10014,1,1,16001040,0,1,15
10014,1,1,26001040,0,1,15
10014,1,1,36001040,0,1,15
10014,1,1,46001040,0,1,15
10014,1,1,17001040,0,1,15
10014,1,1,27001040,0,1,15
10014,1,1,37001040,0,1,15
10014,1,1,47001040,0,1,15
10014,1,1,18001040,0,1,15
10014,1,1,28001040,0,1,15
10014,1,1,38001040,0,1,15
10014,1,1,48001040,0,1,15
10014,1,1,19001040,0,1,15
10014,1,1,29001040,0,1,15
10014,1,1,39001040,0,1,15
10014,1,1,49001040,0,1,15
10014,1,1,12001540,0,1,15
10014,1,1,22001540,0,1,15
10014,1,1,32001540,0,1,15
10014,1,1,42001540,0,1,15
10014,1,1,11001540,0,1,15
10014,1,1,21001540,0,1,15
10014,1,1,31001540,0,1,15
10014,1,1,41001540,0,1,15
10014,1,1,10001540,0,1,15
10014,1,1,20001540,0,1,15
10014,1,1,30001540,0,1,15
10014,1,1,40001540,0,1,15
10014,1,1,15001540,0,1,15
10014,1,1,25001540,0,1,15
10014,1,1,35001540,0,1,15
10014,1,1,45001540,0,1,15
10014,1,1,16001540,0,1,15
10014,1,1,26001540,0,1,15
10014,1,1,36001540,0,1,15
10014,1,1,46001540,0,1,15
10014,1,1,17001540,0,1,15
10014,1,1,27001540,0,1,15
10014,1,1,37001540,0,1,15
10014,1,1,47001540,0,1,15
10014,1,1,18001540,0,1,15
10014,1,1,28001540,0,1,15
10014,1,1,38001540,0,1,15
10014,1,1,48001540,0,1,15
10014,1,1,19001540,0,1,15
10014,1,1,29001540,0,1,15
10014,1,1,39001540,0,1,15
10014,1,1,49001540,0,1,15
10014,1,1,12002040,0,1,15
10014,1,1,22002040,0,1,15
10014,1,1,32002040,0,1,15
10014,1,1,42002040,0,1,15
10014,1,1,11002040,0,1,15
10014,1,1,21002040,0,1,15
10014,1,1,31002040,0,1,15
10014,1,1,41002040,0,1,15
10014,1,1,10002040,0,1,15
10014,1,1,20002040,0,1,15
10014,1,1,30002040,0,1,15
10014,1,1,40002040,0,1,15
10014,1,1,15002040,0,1,15
10014,1,1,25002040,0,1,15
10014,1,1,35002040,0,1,15
10014,1,1,45002040,0,1,15
10014,1,1,16002040,0,1,15
10014,1,1,26002040,0,1,15
10014,1,1,36002040,0,1,15
10014,1,1,46002040,0,1,15
10014,1,1,17002040,0,1,15
10014,1,1,27002040,0,1,15
10014,1,1,37002040,0,1,15
10014,1,1,47002040,0,1,15
10014,1,1,18002040,0,1,15
10014,1,1,28002040,0,1,15
10014,1,1,38002040,0,1,15
10014,1,1,48002040,0,1,15
10014,1,1,19002040,0,1,15
10014,1,1,29002040,0,1,15
10014,1,1,39002040,0,1,15
10014,1,1,49002040,0,1,15
10014,1,1,12101030,0,1,20
10014,1,1,22101030,0,1,20
10014,1,1,32101030,0,1,20
10014,1,1,42101030,0,1,20
10014,1,1,11101030,0,1,20
10014,1,1,21101030,0,1,20
10014,1,1,31101030,0,1,20
10014,1,1,41101030,0,1,20
10014,1,1,10101030,0,1,20
10014,1,1,20101030,0,1,20
10014,1,1,30101030,0,1,20
10014,1,1,40101030,0,1,20
10014,1,1,15101030,0,1,20
10014,1,1,25101030,0,1,20
10014,1,1,35101030,0,1,20
10014,1,1,45101030,0,1,20
10014,1,1,16101030,0,1,20
10014,1,1,26101030,0,1,20
10014,1,1,36101030,0,1,20
10014,1,1,46101030,0,1,20
10014,1,1,17101030,0,1,20
10014,1,1,27101030,0,1,20
10014,1,1,37101030,0,1,20
10014,1,1,47101030,0,1,20
10014,1,1,18101030,0,1,20
10014,1,1,28101030,0,1,20
10014,1,1,38101030,0,1,20
10014,1,1,48101030,0,1,20
10014,1,1,19101030,0,1,20
10014,1,1,29101030,0,1,20
10014,1,1,39101030,0,1,20
10014,1,1,49101030,0,1,20
10014,1,1,12101040,0,1,10
10014,1,1,22101040,0,1,10
10014,1,1,32101040,0,1,10
10014,1,1,42101040,0,1,10
10014,1,1,11101040,0,1,10
10014,1,1,21101040,0,1,10
10014,1,1,31101040,0,1,10
10014,1,1,41101040,0,1,10
10014,1,1,10101040,0,1,10
10014,1,1,20101040,0,1,10
10014,1,1,30101040,0,1,10
10014,1,1,40101040,0,1,10
10014,1,1,15101040,0,1,10
10014,1,1,25101040,0,1,10
10014,1,1,35101040,0,1,10
10014,1,1,45101040,0,1,10
10014,1,1,16101040,0,1,10
10014,1,1,26101040,0,1,10
10014,1,1,36101040,0,1,10
10014,1,1,46101040,0,1,10
10014,1,1,17101040,0,1,10
10014,1,1,27101040,0,1,10
10014,1,1,37101040,0,1,10
10014,1,1,47101040,0,1,10
10014,1,1,18101040,0,1,10
10014,1,1,28101040,0,1,10
10014,1,1,38101040,0,1,10
10014,1,1,48101040,0,1,10
10014,1,1,19101040,0,1,10
10014,1,1,29101040,0,1,10
10014,1,1,39101040,0,1,10
10014,1,1,49101040,0,1,10
10014,1,1,12102030,0,1,20
10014,1,1,22102030,0,1,20
10014,1,1,32102030,0,1,20
10014,1,1,42102030,0,1,20
10014,1,1,11102030,0,1,20
10014,1,1,21102030,0,1,20
10014,1,1,31102030,0,1,20
10014,1,1,41102030,0,1,20
10014,1,1,10102030,0,1,20
10014,1,1,20102030,0,1,20
10014,1,1,30102030,0,1,20
10014,1,1,40102030,0,1,20
10014,1,1,15102030,0,1,20
10014,1,1,25102030,0,1,20
10014,1,1,35102030,0,1,20
10014,1,1,45102030,0,1,20
10014,1,1,16102030,0,1,20
10014,1,1,26102030,0,1,20
10014,1,1,36102030,0,1,20
10014,1,1,46102030,0,1,20
10014,1,1,17102030,0,1,20
10014,1,1,27102030,0,1,20
10014,1,1,37102030,0,1,20
10014,1,1,47102030,0,1,20
10014,1,1,18102030,0,1,20
10014,1,1,28102030,0,1,20
10014,1,1,38102030,0,1,20
10014,1,1,48102030,0,1,20
10014,1,1,19102030,0,1,20
10014,1,1,29102030,0,1,20
10014,1,1,39102030,0,1,20
10014,1,1,49102030,0,1,20
10014,1,1,12102040,0,1,10
10014,1,1,22102040,0,1,10
10014,1,1,32102040,0,1,10
10014,1,1,42102040,0,1,10
10014,1,1,11102040,0,1,10
10014,1,1,21102040,0,1,10
10014,1,1,31102040,0,1,10
10014,1,1,41102040,0,1,10
10014,1,1,10102040,0,1,10
10014,1,1,20102040,0,1,10
10014,1,1,30102040,0,1,10
10014,1,1,40102040,0,1,10
10014,1,1,15102040,0,1,10
10014,1,1,25102040,0,1,10
10014,1,1,35102040,0,1,10
10014,1,1,45102040,0,1,10
10014,1,1,16102040,0,1,10
10014,1,1,26102040,0,1,10
10014,1,1,36102040,0,1,10
10014,1,1,46102040,0,1,10
10014,1,1,17102040,0,1,10
10014,1,1,27102040,0,1,10
10014,1,1,37102040,0,1,10
10014,1,1,47102040,0,1,10
10014,1,1,18102040,0,1,10
10014,1,1,28102040,0,1,10
10014,1,1,38102040,0,1,10
10014,1,1,48102040,0,1,10
10014,1,1,19102040,0,1,10
10014,1,1,29102040,0,1,10
10014,1,1,39102040,0,1,10
10014,1,1,49102040,0,1,10
10021,1,1,12002000,0,1,100
10021,1,1,22002000,0,1,100
10021,1,1,32002000,0,1,100
10021,1,1,42002000,0,1,100
10021,1,1,11002000,0,1,100
10021,1,1,21002000,0,1,100
10021,1,1,31002000,0,1,100
10021,1,1,41002000,0,1,100
10021,1,1,10002000,0,1,100
10021,1,1,20002000,0,1,100
10021,1,1,30002000,0,1,100
10021,1,1,40002000,0,1,100
10021,1,1,15002000,0,1,100
10021,1,1,25002000,0,1,100
10021,1,1,35002000,0,1,100
10021,1,1,45002000,0,1,100
10021,1,1,16002000,0,1,100
10021,1,1,26002000,0,1,100
10021,1,1,36002000,0,1,100
10021,1,1,46002000,0,1,100
10021,1,1,17002000,0,1,100
10021,1,1,27002000,0,1,100
10021,1,1,37002000,0,1,100
10021,1,1,47002000,0,1,100
10021,1,1,18002000,0,1,100
10021,1,1,28002000,0,1,100
10021,1,1,38002000,0,1,100
10021,1,1,48002000,0,1,100
10021,1,1,19002000,0,1,100
10021,1,1,29002000,0,1,100
10021,1,1,39002000,0,1,100
10021,1,1,49002000,0,1,100
10021,1,1,12002500,0,1,100
10021,1,1,22002500,0,1,100
10021,1,1,32002500,0,1,100
10021,1,1,42002500,0,1,100
10021,1,1,11002500,0,1,100
10021,1,1,21002500,0,1,100
10021,1,1,31002500,0,1,100
10021,1,1,41002500,0,1,100
10021,1,1,10002500,0,1,100
10021,1,1,20002500,0,1,100
10021,1,1,30002500,0,1,100
10021,1,1,40002500,0,1,100
10021,1,1,15002500,0,1,100
10021,1,1,25002500,0,1,100
10021,1,1,35002500,0,1,100
10021,1,1,45002500,0,1,100
10021,1,1,16002500,0,1,100
10021,1,1,26002500,0,1,100
10021,1,1,36002500,0,1,100
10021,1,1,46002500,0,1,100
10021,1,1,17002500,0,1,100
10021,1,1,27002500,0,1,100
10021,1,1,37002500,0,1,100
10021,1,1,47002500,0,1,100
10021,1,1,18002500,0,1,100
10021,1,1,28002500,0,1,100
10021,1,1,38002500,0,1,100
10021,1,1,48002500,0,1,100
10021,1,1,19002500,0,1,100
10021,1,1,29002500,0,1,100
10021,1,1,39002500,0,1,100
10021,1,1,49002500,0,1,100
10021,1,1,12003000,0,1,100
10021,1,1,22003000,0,1,100
10021,1,1,32003000,0,1,100
10021,1,1,42003000,0,1,100
10021,1,1,11003000,0,1,100
10021,1,1,21003000,0,1,100
10021,1,1,31003000,0,1,100
10021,1,1,41003000,0,1,100
10021,1,1,10003000,0,1,100
10021,1,1,20003000,0,1,100
10021,1,1,30003000,0,1,100
10021,1,1,40003000,0,1,100
10021,1,1,15003000,0,1,100
10021,1,1,25003000,0,1,100
10021,1,1,35003000,0,1,100
10021,1,1,45003000,0,1,100
10021,1,1,16003000,0,1,100
10021,1,1,26003000,0,1,100
10021,1,1,36003000,0,1,100
10021,1,1,46003000,0,1,100
10021,1,1,17003000,0,1,100
10021,1,1,27003000,0,1,100
10021,1,1,37003000,0,1,100
10021,1,1,47003000,0,1,100
10021,1,1,18003000,0,1,100
10021,1,1,28003000,0,1,100
10021,1,1,38003000,0,1,100
10021,1,1,48003000,0,1,100
10021,1,1,19003000,0,1,100
10021,1,1,29003000,0,1,100
10021,1,1,39003000,0,1,100
10021,1,1,49003000,0,1,100
10021,1,1,12002010,0,1,70
10021,1,1,22002010,0,1,70
10021,1,1,32002010,0,1,70
10021,1,1,42002010,0,1,70
10021,1,1,11002010,0,1,70
10021,1,1,21002010,0,1,70
10021,1,1,31002010,0,1,70
10021,1,1,41002010,0,1,70
10021,1,1,10002010,0,1,70
10021,1,1,20002010,0,1,70
10021,1,1,30002010,0,1,70
10021,1,1,40002010,0,1,70
10021,1,1,15002010,0,1,70
10021,1,1,25002010,0,1,70
10021,1,1,35002010,0,1,70
10021,1,1,45002010,0,1,70
10021,1,1,16002010,0,1,70
10021,1,1,26002010,0,1,70
10021,1,1,36002010,0,1,70
10021,1,1,46002010,0,1,70
10021,1,1,17002010,0,1,70
10021,1,1,27002010,0,1,70
10021,1,1,37002010,0,1,70
10021,1,1,47002010,0,1,70
10021,1,1,18002010,0,1,70
10021,1,1,28002010,0,1,70
10021,1,1,38002010,0,1,70
10021,1,1,48002010,0,1,70
10021,1,1,19002010,0,1,70
10021,1,1,29002010,0,1,70
10021,1,1,39002010,0,1,70
10021,1,1,49002010,0,1,70
10021,1,1,12002510,0,1,70
10021,1,1,22002510,0,1,70
10021,1,1,32002510,0,1,70
10021,1,1,42002510,0,1,70
10021,1,1,11002510,0,1,70
10021,1,1,21002510,0,1,70
10021,1,1,31002510,0,1,70
10021,1,1,41002510,0,1,70
10021,1,1,10002510,0,1,70
10021,1,1,20002510,0,1,70
10021,1,1,30002510,0,1,70
10021,1,1,40002510,0,1,70
10021,1,1,15002510,0,1,70
10021,1,1,25002510,0,1,70
10021,1,1,35002510,0,1,70
10021,1,1,45002510,0,1,70
10021,1,1,16002510,0,1,70
10021,1,1,26002510,0,1,70
10021,1,1,36002510,0,1,70
10021,1,1,46002510,0,1,70
10021,1,1,17002510,0,1,70
10021,1,1,27002510,0,1,70
10021,1,1,37002510,0,1,70
10021,1,1,47002510,0,1,70
10021,1,1,18002510,0,1,70
10021,1,1,28002510,0,1,70
10021,1,1,38002510,0,1,70
10021,1,1,48002510,0,1,70
10021,1,1,19002510,0,1,70
10021,1,1,29002510,0,1,70
10021,1,1,39002510,0,1,70
10021,1,1,49002510,0,1,70
10021,1,1,12003010,0,1,70
10021,1,1,22003010,0,1,70
10021,1,1,32003010,0,1,70
10021,1,1,42003010,0,1,70
10021,1,1,11003010,0,1,70
10021,1,1,21003010,0,1,70
10021,1,1,31003010,0,1,70
10021,1,1,41003010,0,1,70
10021,1,1,10003010,0,1,70
10021,1,1,20003010,0,1,70
10021,1,1,30003010,0,1,70
10021,1,1,40003010,0,1,70
10021,1,1,15003010,0,1,70
10021,1,1,25003010,0,1,70
10021,1,1,35003010,0,1,70
10021,1,1,45003010,0,1,70
10021,1,1,16003010,0,1,70
10021,1,1,26003010,0,1,70
10021,1,1,36003010,0,1,70
10021,1,1,46003010,0,1,70
10021,1,1,17003010,0,1,70
10021,1,1,27003010,0,1,70
10021,1,1,37003010,0,1,70
10021,1,1,47003010,0,1,70
10021,1,1,18003010,0,1,70
10021,1,1,28003010,0,1,70
10021,1,1,38003010,0,1,70
10021,1,1,48003010,0,1,70
10021,1,1,19003010,0,1,70
10021,1,1,29003010,0,1,70
10021,1,1,39003010,0,1,70
10021,1,1,49003010,0,1,70
10021,1,1,12002020,0,1,50
10021,1,1,22002020,0,1,50
10021,1,1,32002020,0,1,50
10021,1,1,42002020,0,1,50
10021,1,1,11002020,0,1,50
10021,1,1,21002020,0,1,50
10021,1,1,31002020,0,1,50
10021,1,1,41002020,0,1,50
10021,1,1,10002020,0,1,50
10021,1,1,20002020,0,1,50
10021,1,1,30002020,0,1,50
10021,1,1,40002020,0,1,50
10021,1,1,15002020,0,1,50
10021,1,1,25002020,0,1,50
10021,1,1,35002020,0,1,50
10021,1,1,45002020,0,1,50
10021,1,1,16002020,0,1,50
10021,1,1,26002020,0,1,50
10021,1,1,36002020,0,1,50
10021,1,1,46002020,0,1,50
10021,1,1,17002020,0,1,50
10021,1,1,27002020,0,1,50
10021,1,1,37002020,0,1,50
10021,1,1,47002020,0,1,50
10021,1,1,18002020,0,1,50
10021,1,1,28002020,0,1,50
10021,1,1,38002020,0,1,50
10021,1,1,48002020,0,1,50
10021,1,1,19002020,0,1,50
10021,1,1,29002020,0,1,50
10021,1,1,39002020,0,1,50
10021,1,1,49002020,0,1,50
10021,1,1,12002520,0,1,50
10021,1,1,22002520,0,1,50
10021,1,1,32002520,0,1,50
10021,1,1,42002520,0,1,50
10021,1,1,11002520,0,1,50
10021,1,1,21002520,0,1,50
10021,1,1,31002520,0,1,50
10021,1,1,41002520,0,1,50
10021,1,1,10002520,0,1,50
10021,1,1,20002520,0,1,50
10021,1,1,30002520,0,1,50
10021,1,1,40002520,0,1,50
10021,1,1,15002520,0,1,50
10021,1,1,25002520,0,1,50
10021,1,1,35002520,0,1,50
10021,1,1,45002520,0,1,50
10021,1,1,16002520,0,1,50
10021,1,1,26002520,0,1,50
10021,1,1,36002520,0,1,50
10021,1,1,46002520,0,1,50
10021,1,1,17002520,0,1,50
10021,1,1,27002520,0,1,50
10021,1,1,37002520,0,1,50
10021,1,1,47002520,0,1,50
10021,1,1,18002520,0,1,50
10021,1,1,28002520,0,1,50
10021,1,1,38002520,0,1,50
10021,1,1,48002520,0,1,50
10021,1,1,19002520,0,1,50
10021,1,1,29002520,0,1,50
10021,1,1,39002520,0,1,50
10021,1,1,49002520,0,1,50
10021,1,1,12003020,0,1,50
10021,1,1,22003020,0,1,50
10021,1,1,32003020,0,1,50
10021,1,1,42003020,0,1,50
10021,1,1,11003020,0,1,50
10021,1,1,21003020,0,1,50
10021,1,1,31003020,0,1,50
10021,1,1,41003020,0,1,50
10021,1,1,10003020,0,1,50
10021,1,1,20003020,0,1,50
10021,1,1,30003020,0,1,50
10021,1,1,40003020,0,1,50
10021,1,1,15003020,0,1,50
10021,1,1,25003020,0,1,50
10021,1,1,35003020,0,1,50
10021,1,1,45003020,0,1,50
10021,1,1,16003020,0,1,50
10021,1,1,26003020,0,1,50
10021,1,1,36003020,0,1,50
10021,1,1,46003020,0,1,50
10021,1,1,17003020,0,1,50
10021,1,1,27003020,0,1,50
10021,1,1,37003020,0,1,50
10021,1,1,47003020,0,1,50
10021,1,1,18003020,0,1,50
10021,1,1,28003020,0,1,50
10021,1,1,38003020,0,1,50
10021,1,1,48003020,0,1,50
10021,1,1,19003020,0,1,50
10021,1,1,29003020,0,1,50
10021,1,1,39003020,0,1,50
10021,1,1,49003020,0,1,50
10021,1,1,12002030,0,1,30
10021,1,1,22002030,0,1,30
10021,1,1,32002030,0,1,30
10021,1,1,42002030,0,1,30
10021,1,1,11002030,0,1,30
10021,1,1,21002030,0,1,30
10021,1,1,31002030,0,1,30
10021,1,1,41002030,0,1,30
10021,1,1,10002030,0,1,30
10021,1,1,20002030,0,1,30
10021,1,1,30002030,0,1,30
10021,1,1,40002030,0,1,30
10021,1,1,15002030,0,1,30
10021,1,1,25002030,0,1,30
10021,1,1,35002030,0,1,30
10021,1,1,45002030,0,1,30
10021,1,1,16002030,0,1,30
10021,1,1,26002030,0,1,30
10021,1,1,36002030,0,1,30
10021,1,1,46002030,0,1,30
10021,1,1,17002030,0,1,30
10021,1,1,27002030,0,1,30
10021,1,1,37002030,0,1,30
10021,1,1,47002030,0,1,30
10021,1,1,18002030,0,1,30
10021,1,1,28002030,0,1,30
